CAS	Name	A	B	C	Tmin	Tmax
900000-20-6	trans-2-Hexenamide	23.382751619354536	6710.423736512548	0.0	353.0	393.0
900000-26-2	trans-Octenoic acid, amide	15.722695738789383	1948.8665761784864	-204.462	363.0	393.0
900000-27-3	2-Methylthio-3-methylamino-6-isopropylamino-1,3,5-triazine	32.75634527442399	12208.30616305443	0.0	323.0	403.0
900000-30-8	Acetylglycine anilide	38.3758272197269	15321.852515460609	0.0	362.0	365.0
900000-33-1	N[N-(Trifluoroacetyl)valyl]alanine ethyl ester	37.75088259963738	13898.403621312062	0.0	323.0	424.0
900000-38-6	Hexamethylbenzene-1-chloro-2,4,6-trinitrobenzene(1:1)	33.45863372778719	11267.469894057063	0.0	478.0	631.0
900000-42-2	Hydrido-hexacarbonyl-rhenium complex	24.690619952175155	5419.364274870786	0.0	279.0	369.0
900001-70-9	Bis(chloroethylene)(2,4-pentandione)iridium	31.242165317271112	10912.526401972033	0.0	281.0	298.0
900001-71-0	Bis(chloroethylene)(2,4-pentandione)-rhodium	44.4723587445963	14374.39401173579	0.0	274.0	288.0
900002-52-0	2,4-Dimethyl-1,3,5-trinitrobenzene	40.82483369878443	15609.224345406637	0.0	318.0	412.0
